"State","Measure ID","Measure Name","Score","Footnote","Start Date","End Date"
AL,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.747,,07/01/2018,06/30/2019
AL,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.595,,07/01/2018,06/30/2019
AL,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.740,,07/01/2018,06/30/2019
AL,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.665,,07/01/2018,06/30/2019
AL,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.385,,07/01/2018,06/30/2019
AL,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.597,,07/01/2018,06/30/2019
AL,HAI_3_SIR,SSI - Colon Surgery,0.482,,07/01/2018,06/30/2019
AL,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.542,,07/01/2018,06/30/2019
AL,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,0.956,,07/01/2018,06/30/2019
AL,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.727,,07/01/2018,06/30/2019
AL,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.800,,07/01/2018,06/30/2019
AL,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.068,,07/01/2018,06/30/2019
AL,HAI_5_SIR,MRSA Bacteremia,0.926,,07/01/2018,06/30/2019
AL,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.452,,07/01/2018,06/30/2019
AL,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.516,,07/01/2018,06/30/2019
AL,HAI_6_SIR,Clostridium Difficile (C.Diff),0.483,,07/01/2018,06/30/2019
AR,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.588,,07/01/2018,06/30/2019
AR,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.826,,07/01/2018,06/30/2019
AR,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.700,,07/01/2018,06/30/2019
AR,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.829,,07/01/2018,06/30/2019
AR,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.088,,07/01/2018,06/30/2019
AR,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.952,,07/01/2018,06/30/2019
AR,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.715,,07/01/2018,06/30/2019
AR,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.116,,07/01/2018,06/30/2019
AR,HAI_3_SIR,SSI - Colon Surgery,0.899,,07/01/2018,06/30/2019
AR,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.656,,07/01/2018,06/30/2019
AR,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.400,,07/01/2018,06/30/2019
AR,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.975,,07/01/2018,06/30/2019
AR,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.827,,07/01/2018,06/30/2019
AR,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.242,,07/01/2018,06/30/2019
AR,HAI_5_SIR,MRSA Bacteremia,1.019,,07/01/2018,06/30/2019
AR,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.705,,07/01/2018,06/30/2019
AR,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.821,,07/01/2018,06/30/2019
AR,HAI_6_SIR,Clostridium Difficile (C.Diff),0.761,,07/01/2018,06/30/2019
AS,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,Not Available,5,07/01/2018,06/30/2019
AS,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,Not Available,5,07/01/2018,06/30/2019
AS,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),Not Available,5,07/01/2018,06/30/2019
AS,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,Not Available,5,07/01/2018,06/30/2019
AS,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,Not Available,5,07/01/2018,06/30/2019
AS,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),Not Available,5,07/01/2018,06/30/2019
AS,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,Not Available,5,07/01/2018,06/30/2019
AS,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,Not Available,5,07/01/2018,06/30/2019
AS,HAI_3_SIR,SSI - Colon Surgery,Not Available,5,07/01/2018,06/30/2019
AS,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,Not Available,5,07/01/2018,06/30/2019
AS,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,Not Available,5,07/01/2018,06/30/2019
AS,HAI_4_SIR,SSI - Abdominal Hysterectomy,Not Available,5,07/01/2018,06/30/2019
AS,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,Not Available,5,07/01/2018,06/30/2019
AS,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,Not Available,5,07/01/2018,06/30/2019
AS,HAI_5_SIR,MRSA Bacteremia,Not Available,5,07/01/2018,06/30/2019
AS,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,Not Available,5,07/01/2018,06/30/2019
AS,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,Not Available,5,07/01/2018,06/30/2019
AS,HAI_6_SIR,Clostridium Difficile (C.Diff),Not Available,5,07/01/2018,06/30/2019
AZ,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.495,,07/01/2018,06/30/2019
AZ,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.657,,07/01/2018,06/30/2019
AZ,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.572,,07/01/2018,06/30/2019
AZ,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.436,,07/01/2018,06/30/2019
AZ,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.579,,07/01/2018,06/30/2019
AZ,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.504,,07/01/2018,06/30/2019
AZ,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.702,,07/01/2018,06/30/2019
AZ,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.971,,07/01/2018,06/30/2019
AZ,HAI_3_SIR,SSI - Colon Surgery,0.828,,07/01/2018,06/30/2019
AZ,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.582,,07/01/2018,06/30/2019
AZ,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.039,,07/01/2018,06/30/2019
AZ,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.786,,07/01/2018,06/30/2019
AZ,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.529,,07/01/2018,06/30/2019
AZ,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.752,,07/01/2018,06/30/2019
AZ,HAI_5_SIR,MRSA Bacteremia,0.633,,07/01/2018,06/30/2019
AZ,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.564,,07/01/2018,06/30/2019
AZ,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.639,,07/01/2018,06/30/2019
AZ,HAI_6_SIR,Clostridium Difficile (C.Diff),0.601,,07/01/2018,06/30/2019
CA,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.679,,07/01/2018,06/30/2019
CA,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.759,,07/01/2018,06/30/2019
CA,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.718,,07/01/2018,06/30/2019
CA,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.877,,07/01/2018,06/30/2019
CA,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.963,,07/01/2018,06/30/2019
CA,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.919,,07/01/2018,06/30/2019
CA,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.848,,07/01/2018,06/30/2019
CA,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.980,,07/01/2018,06/30/2019
CA,HAI_3_SIR,SSI - Colon Surgery,0.912,,07/01/2018,06/30/2019
CA,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.639,,07/01/2018,06/30/2019
CA,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,0.888,,07/01/2018,06/30/2019
CA,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.756,,07/01/2018,06/30/2019
CA,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.686,,07/01/2018,06/30/2019
CA,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.803,,07/01/2018,06/30/2019
CA,HAI_5_SIR,MRSA Bacteremia,0.743,,07/01/2018,06/30/2019
CA,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.621,,07/01/2018,06/30/2019
CA,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.655,,07/01/2018,06/30/2019
CA,HAI_6_SIR,Clostridium Difficile (C.Diff),0.638,,07/01/2018,06/30/2019
CO,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.479,,07/01/2018,06/30/2019
CO,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.680,,07/01/2018,06/30/2019
CO,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.573,,07/01/2018,06/30/2019
CO,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.562,,07/01/2018,06/30/2019
CO,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.752,,07/01/2018,06/30/2019
CO,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.652,,07/01/2018,06/30/2019
CO,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.810,,07/01/2018,06/30/2019
CO,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.137,,07/01/2018,06/30/2019
CO,HAI_3_SIR,SSI - Colon Surgery,0.963,,07/01/2018,06/30/2019
CO,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.592,,07/01/2018,06/30/2019
CO,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.120,,07/01/2018,06/30/2019
CO,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.825,,07/01/2018,06/30/2019
CO,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.468,,07/01/2018,06/30/2019
CO,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.759,,07/01/2018,06/30/2019
CO,HAI_5_SIR,MRSA Bacteremia,0.601,,07/01/2018,06/30/2019
CO,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.716,,07/01/2018,06/30/2019
CO,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.819,,07/01/2018,06/30/2019
CO,HAI_6_SIR,Clostridium Difficile (C.Diff),0.766,,07/01/2018,06/30/2019
CT,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.696,,07/01/2018,06/30/2019
CT,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.942,,07/01/2018,06/30/2019
CT,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.812,,07/01/2018,06/30/2019
CT,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.674,,07/01/2018,06/30/2019
CT,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.907,,07/01/2018,06/30/2019
CT,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.784,,07/01/2018,06/30/2019
CT,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.833,,07/01/2018,06/30/2019
CT,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.236,,07/01/2018,06/30/2019
CT,HAI_3_SIR,SSI - Colon Surgery,1.019,,07/01/2018,06/30/2019
CT,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.683,,07/01/2018,06/30/2019
CT,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.418,,07/01/2018,06/30/2019
CT,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.001,,07/01/2018,06/30/2019
CT,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.524,,07/01/2018,06/30/2019
CT,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.850,,07/01/2018,06/30/2019
CT,HAI_5_SIR,MRSA Bacteremia,0.673,,07/01/2018,06/30/2019
CT,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.666,,07/01/2018,06/30/2019
CT,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.767,,07/01/2018,06/30/2019
CT,HAI_6_SIR,Clostridium Difficile (C.Diff),0.715,,07/01/2018,06/30/2019
DC,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.646,,07/01/2018,06/30/2019
DC,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.971,,07/01/2018,06/30/2019
DC,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.796,,07/01/2018,06/30/2019
DC,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.667,,07/01/2018,06/30/2019
DC,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.011,,07/01/2018,06/30/2019
DC,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.826,,07/01/2018,06/30/2019
DC,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.586,,07/01/2018,06/30/2019
DC,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.269,,07/01/2018,06/30/2019
DC,HAI_3_SIR,SSI - Colon Surgery,0.879,,07/01/2018,06/30/2019
DC,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.629,,07/01/2018,06/30/2019
DC,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,2.573,,07/01/2018,06/30/2019
DC,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.355,,07/01/2018,06/30/2019
DC,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.582,,07/01/2018,06/30/2019
DC,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.053,,07/01/2018,06/30/2019
DC,HAI_5_SIR,MRSA Bacteremia,0.791,,07/01/2018,06/30/2019
DC,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.483,,07/01/2018,06/30/2019
DC,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.629,,07/01/2018,06/30/2019
DC,HAI_6_SIR,Clostridium Difficile (C.Diff),0.552,,07/01/2018,06/30/2019
DE,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.257,,07/01/2018,06/30/2019
DE,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.607,,07/01/2018,06/30/2019
DE,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.404,,07/01/2018,06/30/2019
DE,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.414,,07/01/2018,06/30/2019
DE,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.870,,07/01/2018,06/30/2019
DE,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.610,,07/01/2018,06/30/2019
DE,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.252,,07/01/2018,06/30/2019
DE,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.725,,07/01/2018,06/30/2019
DE,HAI_3_SIR,SSI - Colon Surgery,0.443,,07/01/2018,06/30/2019
DE,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.392,,07/01/2018,06/30/2019
DE,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,2.010,,07/01/2018,06/30/2019
DE,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.966,,07/01/2018,06/30/2019
DE,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.477,,07/01/2018,06/30/2019
DE,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.018,,07/01/2018,06/30/2019
DE,HAI_5_SIR,MRSA Bacteremia,0.710,,07/01/2018,06/30/2019
DE,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.489,,07/01/2018,06/30/2019
DE,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.651,,07/01/2018,06/30/2019
DE,HAI_6_SIR,Clostridium Difficile (C.Diff),0.566,,07/01/2018,06/30/2019
FL,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.655,,07/01/2018,06/30/2019
FL,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.747,,07/01/2018,06/30/2019
FL,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.700,,07/01/2018,06/30/2019
FL,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.664,,07/01/2018,06/30/2019
FL,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.752,,07/01/2018,06/30/2019
FL,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.707,,07/01/2018,06/30/2019
FL,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.713,,07/01/2018,06/30/2019
FL,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.846,,07/01/2018,06/30/2019
FL,HAI_3_SIR,SSI - Colon Surgery,0.777,,07/01/2018,06/30/2019
FL,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.761,,07/01/2018,06/30/2019
FL,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.043,,07/01/2018,06/30/2019
FL,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.894,,07/01/2018,06/30/2019
FL,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.949,,07/01/2018,06/30/2019
FL,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.095,,07/01/2018,06/30/2019
FL,HAI_5_SIR,MRSA Bacteremia,1.020,,07/01/2018,06/30/2019
FL,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.506,,07/01/2018,06/30/2019
FL,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.539,,07/01/2018,06/30/2019
FL,HAI_6_SIR,Clostridium Difficile (C.Diff),0.522,,07/01/2018,06/30/2019
GA,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.635,,07/01/2018,06/30/2019
GA,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.766,,07/01/2018,06/30/2019
GA,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.698,,07/01/2018,06/30/2019
GA,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.680,,07/01/2018,06/30/2019
GA,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.810,,07/01/2018,06/30/2019
GA,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.743,,07/01/2018,06/30/2019
GA,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.753,,07/01/2018,06/30/2019
GA,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.961,,07/01/2018,06/30/2019
GA,HAI_3_SIR,SSI - Colon Surgery,0.852,,07/01/2018,06/30/2019
GA,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.898,,07/01/2018,06/30/2019
GA,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.282,,07/01/2018,06/30/2019
GA,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.077,,07/01/2018,06/30/2019
GA,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.797,,07/01/2018,06/30/2019
GA,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.005,,07/01/2018,06/30/2019
GA,HAI_5_SIR,MRSA Bacteremia,0.896,,07/01/2018,06/30/2019
GA,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.586,,07/01/2018,06/30/2019
GA,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.643,,07/01/2018,06/30/2019
GA,HAI_6_SIR,Clostridium Difficile (C.Diff),0.614,,07/01/2018,06/30/2019
GU,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,Not Available,5,07/01/2018,06/30/2019
GU,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,Not Available,5,07/01/2018,06/30/2019
GU,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),Not Available,5,07/01/2018,06/30/2019
GU,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,Not Available,5,07/01/2018,06/30/2019
GU,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,Not Available,5,07/01/2018,06/30/2019
GU,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),Not Available,5,07/01/2018,06/30/2019
GU,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,Not Available,5,07/01/2018,06/30/2019
GU,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,Not Available,5,07/01/2018,06/30/2019
GU,HAI_3_SIR,SSI - Colon Surgery,Not Available,5,07/01/2018,06/30/2019
GU,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,Not Available,5,07/01/2018,06/30/2019
GU,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,Not Available,5,07/01/2018,06/30/2019
GU,HAI_4_SIR,SSI - Abdominal Hysterectomy,Not Available,5,07/01/2018,06/30/2019
GU,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,Not Available,5,07/01/2018,06/30/2019
GU,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,Not Available,5,07/01/2018,06/30/2019
GU,HAI_5_SIR,MRSA Bacteremia,Not Available,5,07/01/2018,06/30/2019
GU,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,Not Available,5,07/01/2018,06/30/2019
GU,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,Not Available,5,07/01/2018,06/30/2019
