year,geography,measure,adjustment,analysis,domain,condition,primary_sex,primary_age,primary_dual,fips,county,state,urban,primary_race,primary_denominator,analysis_value
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,1039,Covington County,ALABAMA,Rural,All,"undefined",9065
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,1041,Crenshaw County,ALABAMA,Rural,All,"undefined",15571
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,1043,Cullman County,ALABAMA,Rural,All,"undefined",12357
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,1045,Dale County,ALABAMA,Rural,All,"undefined",8669
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,1047,Dallas County,ALABAMA,Rural,All,"undefined",8497
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,1049,DeKalb County,ALABAMA,Rural,All,"undefined",10511
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,1051,Elmore County,ALABAMA,Urban,All,"undefined",10385
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,1053,Escambia County,ALABAMA,Rural,All,"undefined",9797
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,1055,Etowah County,ALABAMA,Urban,All,"undefined",10388
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,1057,Fayette County,ALABAMA,Rural,All,"undefined",13818
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,1059,Franklin County,ALABAMA,Rural,All,"undefined",8992
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,1061,Geneva County,ALABAMA,Urban,All,"undefined",12679
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,1063,Greene County,ALABAMA,Urban,All,"undefined",10781
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,1065,Hale County,ALABAMA,Urban,All,"undefined",12607
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,1067,Henry County,ALABAMA,Urban,All,"undefined",8487
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,1069,Houston County,ALABAMA,Urban,All,"undefined",7859
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,1071,Jackson County,ALABAMA,Rural,All,"undefined",13389
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,1073,Jefferson County,ALABAMA,Urban,All,"undefined",7723
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,1075,Lamar County,ALABAMA,Rural,All,"undefined",12798
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,1077,Lauderdale County,ALABAMA,Urban,All,"undefined",11606
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,1079,Lawrence County,ALABAMA,Urban,All,"undefined",11376
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,1081,Lee County,ALABAMA,Urban,All,"undefined",14381
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,1083,Limestone County,ALABAMA,Urban,All,"undefined",12519
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,1087,Macon County,ALABAMA,Rural,All,"undefined",10207
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,1089,Madison County,ALABAMA,Urban,All,"undefined",10160
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,1091,Marengo County,ALABAMA,Rural,All,"undefined",7985
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,1093,Marion County,ALABAMA,Rural,All,"undefined",10695
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,1095,Marshall County,ALABAMA,Rural,All,"undefined",13847
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,1097,Mobile County,ALABAMA,Urban,All,"undefined",10713
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,1099,Monroe County,ALABAMA,Rural,All,"undefined",11228
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,1101,Montgomery County,ALABAMA,Urban,All,"undefined",11684
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,1103,Morgan County,ALABAMA,Urban,All,"undefined",12586
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,1105,Perry County,ALABAMA,Rural,All,"undefined",8657
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,1107,Pickens County,ALABAMA,Rural,All,"undefined",19518
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,1109,Pike County,ALABAMA,Rural,All,"undefined",11628
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,1111,Randolph County,ALABAMA,Rural,All,"undefined",13974
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,1113,Russell County,ALABAMA,Urban,All,"undefined",10238
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,1115,St. Clair County,ALABAMA,Urban,All,"undefined",9588
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,1117,Shelby County,ALABAMA,Urban,All,"undefined",10832
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,1119,Sumter County,ALABAMA,Rural,All,"undefined",9685
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,1121,Talladega County,ALABAMA,Rural,All,"undefined",10728
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,1123,Tallapoosa County,ALABAMA,Rural,All,"undefined",8456
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,1125,Tuscaloosa County,ALABAMA,Urban,All,"undefined",12951
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,1127,Walker County,ALABAMA,Urban,All,"undefined",12272
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,1129,Washington County,ALABAMA,Rural,All,"undefined",9488
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,1131,Wilcox County,ALABAMA,Rural,All,"undefined",11657
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,1133,Winston County,ALABAMA,Rural,All,"undefined",13567
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,2020,Anchorage Municipality,ALASKA,Urban,All,"undefined",17904
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,2090,Fairbanks North Star Borough,ALASKA,Urban,All,"undefined",22934
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,2110,Juneau City and Borough,ALASKA,Rural,All,"undefined",25247
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,2130,Ketchikan Gateway Borough,ALASKA,Rural,All,"undefined",16897
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,2170,Matanuska-Susitna Borough,ALASKA,Urban,All,"undefined",21163
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,4001,Apache County,ARIZONA,Rural,All,"undefined",23444
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,4003,Cochise County,ARIZONA,Rural,All,"undefined",12017
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,4005,Coconino County,ARIZONA,Urban,All,"undefined",24849
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,4007,Gila County,ARIZONA,Rural,All,"undefined",16375
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,4009,Graham County,ARIZONA,Rural,All,"undefined",21188
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,4011,Greenlee County,ARIZONA,Rural,All,"undefined",21537
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,4012,La Paz County,ARIZONA,Rural,All,"undefined",11629
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,4013,Maricopa County,ARIZONA,Urban,All,"undefined",15621
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,4015,Mohave County,ARIZONA,Urban,All,"undefined",17488
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,4017,Navajo County,ARIZONA,Rural,All,"undefined",20012
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,4019,Pima County,ARIZONA,Urban,All,"undefined",12934
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,4021,Pinal County,ARIZONA,Urban,All,"undefined",15422
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,4023,Santa Cruz County,ARIZONA,Rural,All,"undefined",11215
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,4025,Yavapai County,ARIZONA,Urban,All,"undefined",14978
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,4027,Yuma County,ARIZONA,Urban,All,"undefined",16948
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5001,Arkansas County,ARKANSAS,Rural,All,"undefined",13364
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5003,Ashley County,ARKANSAS,Rural,All,"undefined",13383
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5005,Baxter County,ARKANSAS,Rural,All,"undefined",12271
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5007,Benton County,ARKANSAS,Urban,All,"undefined",13544
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5009,Boone County,ARKANSAS,Rural,All,"undefined",13279
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5011,Bradley County,ARKANSAS,Rural,All,"undefined",13613
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5015,Carroll County,ARKANSAS,Rural,All,"undefined",9531
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5017,Chicot County,ARKANSAS,Rural,All,"undefined",8921
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5019,Clark County,ARKANSAS,Rural,All,"undefined",14583
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5021,Clay County,ARKANSAS,Rural,All,"undefined",11977
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5023,Cleburne County,ARKANSAS,Rural,All,"undefined",11897
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5025,Cleveland County,ARKANSAS,Urban,All,"undefined",19006
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5027,Columbia County,ARKANSAS,Rural,All,"undefined",15150
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5029,Conway County,ARKANSAS,Rural,All,"undefined",11930
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5031,Craighead County,ARKANSAS,Urban,All,"undefined",15103
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5033,Crawford County,ARKANSAS,Urban,All,"undefined",14503
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5035,Crittenden County,ARKANSAS,Urban,All,"undefined",15138
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5037,Cross County,ARKANSAS,Rural,All,"undefined",14391
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5039,Dallas County,ARKANSAS,Rural,All,"undefined",19433
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5041,Desha County,ARKANSAS,Rural,All,"undefined",10303
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5043,Drew County,ARKANSAS,Rural,All,"undefined",12688
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5045,Faulkner County,ARKANSAS,Urban,All,"undefined",10334
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5047,Franklin County,ARKANSAS,Urban,All,"undefined",11149
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5049,Fulton County,ARKANSAS,Rural,All,"undefined",15617
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5051,Garland County,ARKANSAS,Urban,All,"undefined",11775
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5053,Grant County,ARKANSAS,Urban,All,"undefined",13062
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5055,Greene County,ARKANSAS,Rural,All,"undefined",10338
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5057,Hempstead County,ARKANSAS,Rural,All,"undefined",10707
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5059,Hot Spring County,ARKANSAS,Rural,All,"undefined",13804
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5061,Howard County,ARKANSAS,Rural,All,"undefined",16216
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5063,Independence County,ARKANSAS,Rural,All,"undefined",9905
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5065,Izard County,ARKANSAS,Rural,All,"undefined",15243
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5067,Jackson County,ARKANSAS,Rural,All,"undefined",25633
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5069,Jefferson County,ARKANSAS,Urban,All,"undefined",11917
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5071,Johnson County,ARKANSAS,Rural,All,"undefined",11944
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5073,Lafayette County,ARKANSAS,Rural,All,"undefined",10797
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5075,Lawrence County,ARKANSAS,Rural,All,"undefined",16479
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5077,Lee County,ARKANSAS,Rural,All,"undefined",13308
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5079,Lincoln County,ARKANSAS,Urban,All,"undefined",16147
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5081,Little River County,ARKANSAS,Rural,All,"undefined",8270
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5083,Logan County,ARKANSAS,Rural,All,"undefined",10593
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5085,Lonoke County,ARKANSAS,Urban,All,"undefined",11547
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5087,Madison County,ARKANSAS,Urban,All,"undefined",9202
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5089,Marion County,ARKANSAS,Rural,All,"undefined",19530
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5091,Miller County,ARKANSAS,Urban,All,"undefined",11363
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5093,Mississippi County,ARKANSAS,Rural,All,"undefined",14758
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5095,Monroe County,ARKANSAS,Rural,All,"undefined",16397
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5097,Montgomery County,ARKANSAS,Rural,All,"undefined",14808
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5099,Nevada County,ARKANSAS,Rural,All,"undefined",8100
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5101,Newton County,ARKANSAS,Rural,All,"undefined",12882
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5103,Ouachita County,ARKANSAS,Rural,All,"undefined",16672
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5105,Perry County,ARKANSAS,Urban,All,"undefined",8018
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5107,Phillips County,ARKANSAS,Rural,All,"undefined",18358
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5109,Pike County,ARKANSAS,Rural,All,"undefined",8746
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5111,Poinsett County,ARKANSAS,Urban,All,"undefined",15557
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5113,Polk County,ARKANSAS,Rural,All,"undefined",11528
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5115,Pope County,ARKANSAS,Rural,All,"undefined",7031
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5117,Prairie County,ARKANSAS,Rural,All,"undefined",14024
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5119,Pulaski County,ARKANSAS,Urban,All,"undefined",13047
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5121,Randolph County,ARKANSAS,Rural,All,"undefined",8418
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5123,St. Francis County,ARKANSAS,Rural,All,"undefined",13021
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5125,Saline County,ARKANSAS,Urban,All,"undefined",12327
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5127,Scott County,ARKANSAS,Rural,All,"undefined",10577
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,5129,Searcy County,ARKANSAS,Rural,All,"undefined",9502
